cycle,VS1_std,VS1_max,PS1_std,PS1_max,PS1_median,PS2_std,PS2_max,PS2_median,PS3_std,PS3_max,PS3_median,PS5_mean,PS5_max,PS6_mean,PS6_max,FS1_median,FS1_std,FS1_max,FS2_median,FS2_std,FS2_max,TS1_mean,TS1_max,TS1_std,TS2_mean,TS2_max,TS2_std,TS3_mean,TS3_max,TS3_std,TS4_mean,TS4_max,TS4_std,EPS1_median,EPS1_std,EPS1_max,CE_value,CE_diff,CP,CP_delta,SE,SE_delta,valve_optimal
923,0.0386041624171824,0.724,14.785738105386692,191.02,153.41,46.255973094254806,166.71,127.475,0.8689123708632093,10.805,2.055,9.007306166666666,9.064,8.929660833333386,8.986,7.782,2.996476713557355,20.294,9.6205,0.0138133828755425,9.667,46.37215,46.602,0.2107455550730566,51.3426,51.5,0.1128642802781811,48.59513333333332,48.707,0.055267137588039,41.97033333333332,42.031,0.0395061319705804,2377.6,197.5336645031615,2883.2,26.158,-0.5339999999999989,1.697,-0.04,69.028,-0.2680000000000007,1
924,0.0422277788989009,0.724,14.780334135920569,191.03,153.43,46.28631222094101,166.69,127.495,0.8716473273649856,10.937,2.055,9.005293333333334,9.053,8.926503833333365,8.981,7.779999999999999,2.9847138163064173,19.88,9.619,0.0140236349506364,9.668,46.3914,46.629,0.2057394435786866,51.3438,51.496,0.1113761073486394,48.59725,48.723,0.056148901614746,41.97918333333335,42.031,0.0434138506628774,2378.0,197.6510314479056,2884.2,26.758,0.5999999999999979,1.722,0.0249999999999999,69.135,0.1069999999999993,1
925,0.0451618902138032,0.72,14.785061943875052,191.06,153.44,46.28502536523199,166.65,127.53,0.8668558875053571,10.727,2.047,9.002012500000015,9.05,8.923070333333362,8.973,7.7755,2.9832387877489968,19.985,9.615,0.0151643414289525,9.662,46.381616666666666,46.617,0.1931619230880494,51.35014999999999,51.488,0.1035141560776811,48.5925,48.719,0.0589131794411443,41.93745,42.023,0.0180032247582184,2375.8,197.76228906392012,2882.2,26.585,-0.1729999999999982,1.719,-0.0029999999999998,69.245,0.1099999999999994,1
926,0.034450012914809,0.701,14.783156050217752,191.03,153.43,46.258475132396775,166.63,127.545,0.8661465774779094,10.719,2.047,9.000078833333308,9.053,8.922993166666728,8.973,7.784,2.992763256040879,19.933,9.614,0.0149576362445941,9.662,46.37003333333332,46.645,0.2016561906043043,51.33401666666667,51.488,0.1039865525312993,48.56473333333331,48.73,0.0658055344297261,41.92729999999999,41.949,0.0224675283577981,2376.6,196.57063442167987,2880.4,26.51,-0.0749999999999992,1.715,-0.004,69.214,-0.0310000000000059,1
927,0.0366117938146669,0.712,14.78631973139276,191.03,153.43,46.28541466182656,166.55,127.505,0.8679028621669489,10.859,2.047,8.996234999999979,9.047,8.920067833333398,8.972,7.782,2.984820912736673,19.949,9.614,0.0146155061123597,9.672,46.37288333333332,46.621,0.2038920528344341,51.32245,51.449,0.1022859774672986,48.56343333333333,48.695,0.0450458774300856,41.94173333333334,42.031,0.0390279633199577,2373.8,197.49356093147668,2879.8,26.404,-0.1060000000000016,1.713,-0.002,69.315,0.100999999999999,1
928,0.0379955803257929,0.723,14.77999106604242,191.02,153.41,46.277219587595376,166.66,127.52,0.8663596568291576,10.734,2.047,8.992541666666625,9.05,8.916014333333399,8.974,7.768499999999999,2.97678210860377,19.803,9.614,0.0151277210377245,9.657,46.37936666666666,46.621,0.2061384236805806,51.31771666666667,51.457,0.0995360579697542,48.5808,48.723,0.0609759052163156,41.95054999999999,42.023,0.0370914696209803,2369.8,197.41074714046792,2879.2,26.487,0.0829999999999984,1.709,-0.004,69.273,-0.0420000000000015,1
929,0.0355335601692974,0.721,14.78294335039138,191.04,153.41,46.27295383355436,166.53,127.49,0.8707444731496549,10.586,2.055,8.994843333333305,9.047,8.918686666666728,8.975,7.779,2.978143519028796,19.869,9.616,0.0142419234841987,9.659,46.39003333333333,46.641,0.2091667056069472,51.32263333333333,51.461,0.1059820846175758,48.58003333333332,48.684,0.0487570826377524,41.99091666666666,42.031,0.0336075514449411,2373.2,196.10915500331103,2871.6,26.887,0.4000000000000021,1.732,0.0229999999999999,69.228,-0.0450000000000017,1
930,0.0350388162480954,0.719,14.784212892020362,191.03,153.4,46.28542923369001,166.63,127.49,0.8681802053849018,10.805,2.047,9.002059666666675,9.057,8.924526500000036,8.984,7.784,2.992752615462809,20.086,9.62,0.0151154264163624,9.667,46.40590000000001,46.645,0.1987467258018335,51.33371666666668,51.484,0.1086732143360281,48.60863333333332,48.734,0.0595741858175101,41.986133333333335,42.031,0.0382668891113442,2379.4,196.47756859563776,2881.2,26.652,-0.2349999999999994,1.715,-0.0169999999999999,69.194,-0.0339999999999918,1
931,0.0407001714345561,0.714,14.800278186512791,191.01,153.4,46.23976476090623,166.63,127.43,0.8659787366954362,10.703,2.047,9.004621833333339,9.061,8.928024333333408,8.987,7.776,2.994715840421593,20.268,9.6195,0.0139315937493244,9.664,46.39474999999998,46.645,0.2041115202820864,51.33845,51.504,0.1115876830880055,48.57165,48.691,0.0568792431831229,41.9605,42.027,0.0291962964913978,2378.2,197.9648700997928,2881.4,26.421,-0.2310000000000016,1.696,-0.0190000000000001,69.092,-0.1020000000000038,1
932,0.0382030369721872,0.719,14.631314135787232,191.09,153.56,46.34347337266413,166.58,127.67,0.8842790814793027,10.914,2.047,9.00642000000003,9.057,8.929307166666723,8.981,7.7865,3.014175750714224,20.479,9.623,0.0144129416895688,9.66,46.33483333333331,46.629,0.2482263979369809,51.304433333333336,51.449,0.1137117030583454,48.5463,48.684,0.0728256101349335,41.97083333333333,42.027,0.039896122179628,2382.0,194.5820367321592,2886.0,26.676,0.254999999999999,1.715,0.0190000000000001,69.213,0.1209999999999951,1
933,0.0373659978671809,0.714,14.692437692890174,191.03,153.58,46.319118321214845,166.7,127.655,0.8876507888418577,11.008,2.047,9.012261666666705,9.073,8.93448633333334,8.995,7.786,3.021977330827552,20.479,9.626,0.0145296699114299,9.668,46.34131666666667,46.617,0.2240772787146392,51.305600000000005,51.414,0.1039962841578686,48.5474,48.691,0.0700228050019347,41.94183333333332,41.992,0.0178621526467312,2386.0,195.09674447567676,2883.2,26.228,-0.4479999999999968,1.698,-0.0170000000000001,69.14,-0.0729999999999932,1
934,0.0367415926814334,0.708,14.688456601758883,191.0,153.53,46.33469234657447,166.78,127.54,0.8879427979175335,10.719,2.047,9.009322333333351,9.057,8.931176000000034,8.985,7.783,3.0237833373785072,20.479,9.626,0.013774401022884,9.67,46.32663333333331,46.602,0.2332817432878374,51.29113333333334,51.418,0.1128865437127579,48.55199999999996,48.699,0.0686847378996157,41.92744999999998,41.957,0.0268084384640603,2385.8,196.03152068169803,2889.0,26.617,0.3889999999999993,1.718,0.02,69.088,-0.0520000000000067,1
935,0.0379832664613438,0.72,14.68025805622742,190.98,153.53,46.311265815175744,166.76,127.51,0.8874613315593919,10.57,2.055,9.01231750000002,9.064,8.934371666666706,8.987,7.783,3.017434516599684,20.479,9.626,0.0147508169227572,9.676,46.34191666666664,46.594,0.2270618740184451,51.28908333333335,51.422,0.1138143435699552,48.517899999999976,48.684,0.0844487007055014,41.93648333333333,41.957,0.0112754295144119,2384.8,196.83283673443856,2890.4,26.613,-0.0040000000000013,1.693,-0.0249999999999999,69.187,0.0990000000000037,1
936,0.0436842290123882,0.723,14.673503603820569,191.01,153.56,46.309582501541705,166.7,127.47,0.8881475231477945,10.625,2.055,9.010620833333324,9.067,8.93259400000006,8.99,7.778,3.032717930237216,20.479,9.624,0.0139886446316664,9.68,46.345966666666655,46.613,0.2177948783593126,51.293366666666685,51.414,0.1034729091977854,48.51684999999998,48.672,0.0740297294838878,41.90715,41.957,0.0378049521462417,2382.0,195.6740647470408,2887.0,26.423,-0.1900000000000012,1.684,-0.0090000000000001,69.105,-0.0819999999999936,1
937,0.0324973532168651,0.705,14.681114908642238,191.02,153.54,46.31870776285519,166.73,127.485,0.8898558027145895,10.812,2.055,9.00657916666668,9.059,8.929620333333382,8.986,7.781,3.029401128362628,20.479,9.624,0.0142943022103806,9.664,46.34611666666665,46.645,0.226412409948154,51.27758333333335,51.402,0.1129680158224889,48.528033333333305,48.664,0.0713171400385403,41.93314999999998,41.957,0.0143241233056188,2381.8,196.85176178138727,2887.0,26.703,0.2800000000000011,1.717,0.0330000000000001,69.176,0.0709999999999979,1
938,0.033028852307426,0.692,14.673258078460115,191.0,153.56,46.31134840992411,166.73,127.605,0.8865823286566341,10.844,2.047,9.005411333333347,9.054,8.927604000000052,8.981,7.782,3.031047471797669,20.479,9.621,0.0145202362005956,9.659,46.34969999999999,46.629,0.2181526677367892,51.28430000000001,51.406,0.1088336158188425,48.50886666666664,48.641,0.0649525163371751,41.89083333333335,41.957,0.0393838849719045,2382.0,195.43366105423644,2883.4,26.473,-0.2300000000000004,1.691,-0.026,69.116,-0.0600000000000022,1
939,0.0315658042824826,0.682,14.67544844098286,191.03,153.54,46.34288118038168,166.73,127.61,0.8888492113150471,10.953,2.055,9.008975666666707,9.061,8.93166933333338,8.986,7.779,3.018744804961939,20.479,9.621,0.0143787018654135,9.666,46.3436,46.59,0.2116622028979035,51.28251666666668,51.402,0.105856233120187,48.49661666666663,48.613,0.0660654764240839,41.86201666666668,41.918,0.0207106716671367,2383.6,195.5919602565321,2883.6,26.421,-0.0519999999999996,1.691,0.0,69.085,-0.0310000000000059,1
940,0.0358529443117188,0.699,14.67976715541792,190.98,153.54,46.310132948587245,166.65,127.555,0.8876159178652838,10.898,2.047,9.006734333333357,9.064,8.929059500000054,8.985,7.7755,3.0234808588604265,20.479,9.619,0.0144074803385277,9.661,46.33309999999998,46.586,0.2042611074091202,51.28031666666668,51.414,0.1087982881948249,48.49268333333331,48.617,0.0641342584532214,41.83073333333332,41.883,0.0427645769246928,2378.2,196.49363230408147,2881.6,26.468,0.0470000000000006,1.715,0.024,69.244,0.159000000000006,1
941,0.0258129462109693,0.662,14.673725861490162,190.98,153.56,46.34634069120513,166.76,127.6,0.8888910280969171,10.719,2.047,9.002119666666667,9.057,8.925579000000075,8.98,7.7715,3.0271756829249528,20.479,9.618,0.0147654049790678,9.656,46.28391666666666,46.562,0.197278800536811,51.256716666666655,51.402,0.108720149484604,48.49658333333333,48.629,0.0632651915612113,41.84179999999999,41.937,0.0314091641598483,2379.8,195.4589874656806,2880.6,26.503,0.0350000000000001,1.717,0.002,69.012,-0.2319999999999993,1
942,0.0324330296523371,0.684,14.76505699723345,190.9,152.96,46.13454307136504,166.34,127.185,0.8591919411119354,10.719,1.969,9.00625033333335,9.061,8.930016833333376,8.985,7.442,2.916374467229944,20.479,9.62,0.0151666160021657,9.664,46.232600000000005,46.461,0.1920167012510157,51.20171666666669,51.324,0.0919181824226678,48.46463333333332,48.613,0.0752196707654085,41.85068333333334,41.883,0.0175272104838336,2408.2,196.05344551061268,2913.6,26.557,0.0539999999999984,1.715,-0.002,69.08,0.0679999999999978,1
943,0.0293124604730318,0.696,14.85097775901827,190.55,152.94,46.72769843587664,166.2,127.03,0.8689855190326617,10.836,1.969,9.018027833333312,9.073,8.942515666666646,8.999,7.432,2.9485352044962245,20.479,9.626,0.0146409067047588,9.672,46.1653,46.375,0.1898339417062409,51.11696666666668,51.254,0.0884886216312128,48.37805000000001,48.543,0.0684606592460718,41.7868,41.859,0.0300552034469456,2408.8,198.0845793546078,2913.4,26.713,0.1560000000000023,1.718,0.0029999999999998,64.991,-4.088999999999999,0
944,0.0279317722012958,0.682,14.849602953901224,190.55,152.94,46.69348999812365,166.39,127.025,0.8678215417381142,10.484,1.969,9.02107149999996,9.07,8.945803833333324,8.995,7.420999999999999,2.9361055244193586,20.479,9.627,0.0143478570410166,9.667,46.113200000000006,46.375,0.192773055294192,51.0619,51.172,0.1059689273292975,48.31209999999998,48.461,0.0870214662782721,41.76435000000001,41.785,0.0117859798928178,2404.4,198.4824818182376,2911.6,26.609,-0.1039999999999992,1.695,-0.0229999999999999,65.2,0.2090000000000031,0
945,0.0278655519064462,0.684,14.853078964491814,190.66,152.98,46.7080952969279,166.1,127.125,0.8631083044720546,10.836,1.953,9.027954166666673,9.082,8.952339333333319,9.007,7.429,2.943432877817787,20.479,9.632,0.0143682701456472,9.677,46.07789999999999,46.297,0.1836086202326262,51.02575,51.164,0.1020848143556812,48.26180000000002,48.465,0.074129021741871,41.74981666666668,41.789,0.0342733239482741,2405.8,197.8151441718184,2909.6,26.515,-0.0940000000000012,1.683,-0.012,65.266,0.0660000000000025,0
946,0.0364117189492086,0.691,14.846401521542026,190.6,152.97,46.68851540093281,166.29,127.115,0.8644207165251373,10.453,1.969,9.02745450000003,9.08,8.952317666666657,9.009,7.428,2.9555605463082144,20.479,9.631,0.0143828636520552,9.674,46.0731,46.301,0.1820565846103896,50.98065000000001,51.137,0.1060952282509782,48.28181666666666,48.461,0.089312153341319,41.763650000000005,41.789,0.01912476874791,2405.6,197.89423633903095,2909.6,26.613,0.0979999999999989,1.674,-0.0090000000000001,65.025,-0.2409999999999996,0
947,0.0324214653035512,0.703,14.863203530966086,190.6,152.96,46.71109545175409,166.42,127.16,0.8654752653857136,10.68,1.953,9.028464833333304,9.082,8.952600833333316,9.004,7.4275,2.9389756426918745,20.479,9.632,0.0140360835572082,9.681,46.04678333333334,46.219,0.1784989286077775,50.944016666666656,51.082,0.1018715528341264,48.261499999999984,48.477,0.0683749632045269,41.737066666666685,41.789,0.0443307547782477,2405.6,198.29973344979547,2911.6,26.934,0.3210000000000015,1.701,0.0270000000000001,65.003,-0.0220000000000055,0
948,0.0288861538977699,0.696,14.838104322539936,190.52,152.98,46.68910168950816,166.34,127.22,0.8650617817736861,10.75,1.969,9.027729166666653,9.082,8.951290499999986,9.001,7.423,2.935024586058513,20.479,9.6305,0.014635217965478,9.67,46.02591666666669,46.207,0.1852367510911434,50.91933333333331,51.055,0.0965792318389363,48.24270000000001,48.383,0.0590329698170752,41.71996666666666,41.785,0.0445112694420717,2403.8,198.0276606489,2909.6,26.468,-0.4660000000000011,1.676,-0.0250000000000001,65.072,0.0690000000000026,0
949,0.0283264415014592,0.686,14.8489998485594,190.56,152.96,46.71209626064517,166.23,127.17,0.8687031740324586,10.461,1.969,9.030768999999992,9.078,8.954806999999995,9.009,7.423,2.933039048467145,20.479,9.631,0.0128508761061062,9.67,46.02315000000001,46.281,0.1935486471499078,50.89353333333333,51.035,0.1020763201787908,48.22365,48.293,0.0354777681639968,41.67803333333332,41.762,0.0396137994560568,2405.6,197.9410486757993,2907.6,26.528,0.0599999999999987,1.685,0.0090000000000001,65.075,0.0030000000000001,0
950,0.0330028718147769,0.7,14.806952250230244,190.55,152.97,46.71262686100581,166.26,127.075,0.8620144025712946,10.625,1.969,9.028874166666668,9.078,8.952449166666659,9.005,7.422499999999999,2.9365657366283813,20.479,9.628,0.0142618016814457,9.676,46.00163333333334,46.219,0.1955314328770129,50.8806,51.0,0.1017851176228213,48.24003333333334,48.371,0.0667999712439466,41.599500000000006,41.687,0.015690329527385,2401.8,198.15154546239032,2909.4,27.33,0.8019999999999996,1.728,0.0429999999999999,65.121,0.0459999999999922,0
951,0.0360867246354563,0.715,14.831506088300566,190.69,152.99,46.686031269315706,166.2,127.22,0.8661481655044592,10.594,1.953,9.027292666666698,9.08,8.951297499999987,9.005,7.429,2.957113017882719,20.479,9.629,0.0149808439172872,9.669,45.99925,46.207,0.1870131532580677,50.86175,50.98,0.100708780523728,48.21101666666666,48.371,0.0857494362617571,41.64784999999999,41.707,0.0490937619013565,2401.8,198.4289295748672,2907.6,27.042,-0.2879999999999967,1.72,-0.008,65.182,0.061000000000007,0
952,0.0306773762311802,0.686,14.860069000168556,190.57,152.94,46.680953610733646,166.39,127.16,0.8696730242921775,10.789,1.969,9.028930833333304,9.082,8.953681499999982,9.009,7.429,2.9375303351819326,20.479,9.626,0.0140356089793516,9.67,45.99961666666669,46.219,0.1897217491232762,50.86086666666666,50.996,0.1080076059259396,48.17871666666665,48.301,0.0598826795553983,41.63096666666668,41.695,0.0390440718678594,2399.8,198.51995964735232,2906.4,26.433,-0.6090000000000018,1.68,-0.04,65.194,0.0120000000000004,0
953,0.0335174252682119,0.7,14.795644020230563,190.52,152.91,46.441862936128594,166.41,127.1,0.8637678145894707,10.828,1.969,9.032587499999996,9.092,8.95631650000002,9.016,7.436,2.9656913424633093,20.479,9.63,0.0143254854212433,9.673,45.99443333333334,46.219,0.1950437905343016,50.84846666666665,50.996,0.1124040029847944,48.2015,48.383,0.0739769776372288,41.64379999999998,41.699,0.0459025496873165,2400.8,197.190531639428,2905.4,26.846,0.4130000000000002,1.717,0.0370000000000001,65.201,0.0069999999999907,0
954,0.0318061927665837,0.711,14.78998235748169,190.61,152.96,46.44534298826789,166.44,127.19,0.8655036351526103,10.555,1.969,9.035419666666693,9.09,8.957914000000006,9.011,7.4345,2.9568251035183546,20.015,9.628,0.0136919361374491,9.675,45.987500000000026,46.168,0.1801891191056428,50.84554999999998,50.973,0.0988384103268172,48.20106666666666,48.305,0.0504148440161743,41.59538333333335,41.617,0.0143752278291931,2405.6,196.57400257975945,2906.6,26.526,-0.3200000000000003,1.702,-0.0150000000000001,65.254,0.0530000000000114,0
955,0.0310350403385199,0.707,14.805385749584095,190.58,152.94,46.45371727817073,166.44,127.21,0.8648753982366775,10.594,1.969,9.037183333333369,9.09,8.959706333333319,9.016,7.4375,2.9639813601889573,20.134,9.63,0.0141544528841505,9.682,45.956316666666645,46.176,0.1973116344097482,50.82653333333335,50.969,0.1035448755030293,48.18241666666667,48.293,0.0608619698870416,41.59496666666667,41.617,0.015865928388083,2405.6,197.2439596588681,2909.6,26.722,0.1960000000000015,1.724,0.022,65.045,-0.2090000000000031,0
956,0.0296368367137162,0.7,14.80192680604091,190.61,152.96,46.47447648305923,166.41,127.215,0.8675701253802951,10.336,1.977,9.039698000000003,9.097,8.963006333333364,9.017,7.429,2.964540887482567,20.479,9.632,0.0146098586179658,9.686,45.950700000000005,46.176,0.1925139044064883,50.809633333333366,50.926,0.1095619887485214,48.14526666666666,48.293,0.0860159359824558,41.5944,41.621,0.0138493100849996,2407.8,197.5094447645245,2911.6,26.519,-0.2030000000000029,1.701,-0.0229999999999999,65.034,-0.0109999999999956,0
957,0.0349835150847312,0.716,14.781102537254284,190.55,152.99,46.48324062617447,166.63,127.24,0.8640854711710452,10.609,1.969,9.039082500000015,9.097,8.962566666666651,9.017,7.434,2.963033245168794,20.479,9.636,0.0137978049434557,9.683,45.93288333333335,46.148,0.2006873013866423,50.80195000000002,50.918,0.1069291583958945,48.13175,48.289,0.0784655003537391,41.59408333333336,41.617,0.0113932654307318,2407.6,197.1700405169401,2911.4,26.16,-0.3589999999999982,1.672,-0.0290000000000001,64.945,-0.0890000000000128,0
958,0.0288962443555059,0.709,14.78958577582186,190.57,152.97,46.47997904507015,166.18,127.19,0.8636010365726728,10.297,1.969,9.040814000000047,9.096,8.965544333333309,9.021,7.438,2.963657513932523,20.479,9.637,0.0141234101788729,9.686,45.9426,46.164,0.1999361932115646,50.79963333333335,50.914,0.1070469509958793,48.15388333333333,48.293,0.0586061521808626,41.59255,41.621,0.0178680901068847,2408.0,196.96852829146363,2911.6,26.519,0.3589999999999982,1.701,0.0290000000000001,64.985,0.0400000000000062,0
959,0.0354243484523969,0.716,14.808479676951944,190.59,152.94,46.47134155192341,166.14,127.095,0.8619509346706632,10.422,1.953,9.034119666666674,9.094,8.957408500000014,9.016,7.439,2.966412689653861,20.479,9.635,0.014779092208242,9.695,45.95266666666668,46.215,0.1967070149168913,50.79608333333337,50.914,0.1105766536285283,48.17716666666667,48.301,0.0723356504614678,41.60061666666668,41.699,0.0240621312063591,2405.8,198.07906462918524,2911.6,26.92,0.4010000000000033,1.722,0.0209999999999999,65.042,0.0570000000000021,0
960,0.0286317501847873,0.69,14.797983571433608,190.58,152.97,46.50022367540715,166.24,127.175,0.8628017133368996,10.516,1.969,9.034239499999966,9.095,8.958036833333365,9.017,7.431,2.9645783273184647,20.479,9.635,0.014515202630388,9.696,45.96728333333332,46.203,0.1977098620403711,50.798950000000005,50.93,0.109453871562408,48.14306666666666,48.281,0.0723650975583727,41.595616666666686,41.621,0.0123851902630957,2403.8,196.8538576497514,2905.6,26.82,-0.1000000000000014,1.699,-0.0229999999999999,65.092,0.0499999999999971,0
961,0.0344043585466383,0.705,14.79976554994519,190.57,152.92,46.44460227768112,166.4,127.23,0.8645984992198067,10.672,1.969,9.033633833333347,9.095,8.957889833333311,9.021,7.435499999999999,2.9569652491527045,20.108,9.633,0.0139242161436199,9.677,45.98334999999999,46.187,0.1776162140445666,50.80980000000002,50.914,0.103654543589655,48.15601666666664,48.293,0.0665377404482217,41.59588333333334,41.613,0.0120128344736103,2403.8,196.76728598241212,2905.8,26.804,-0.0160000000000017,1.697,-0.002,65.057,-0.0349999999999965,0
962,0.031358411949587,0.689,14.800978125430706,190.56,152.91,46.44952270164693,166.59,127.12,0.8615401130888085,10.617,1.969,9.036217499999998,9.092,8.959996333333342,9.017,7.4335,2.9583890197836022,20.106,9.636,0.0147257715331119,9.681,45.98186666666667,46.215,0.1874114902204947,50.803950000000015,50.918,0.1048390897793502,48.18103333333335,48.371,0.0796566714766222,41.59388333333335,41.617,0.010654976821815,2407.4,197.26615272697148,2913.6,26.785,-0.0189999999999983,1.692,-0.0050000000000001,65.094,0.0369999999999919,0
963,0.0245519108764189,0.679,14.728532307180208,190.55,152.96,46.28752352723109,166.28,127.1,0.8638777508770614,10.539,1.977,9.03754600000002,9.091,8.960719000000024,9.014,7.439,2.9483897083074724,20.479,9.637,0.0150733940848642,9.683,45.98185,46.215,0.1765204002230767,50.80648333333336,50.914,0.1062171571040992,48.17478333333334,48.289,0.0595286832064504,41.596883333333366,41.699,0.0293286992359022,2407.0,195.65085674748076,2907.4,26.893,0.1080000000000005,1.702,0.01,64.967,-0.1269999999999953,0
964,0.0305382042842069,0.7,14.754315260487104,190.63,152.94,46.24676193796908,166.28,127.2,0.8644524307189085,10.516,1.969,9.036477333333345,9.096,8.960007666666673,9.017,7.433,2.947989399771619,19.976,9.637,0.0138467207314191,9.676,45.99243333333333,46.207,0.1927561352684153,50.82185000000003,50.957,0.104801155544154,48.15668333333331,48.289,0.0686636339904062,41.60358333333334,41.687,0.0294597062745923,2405.4,196.5772254339469,2909.4,26.753,-0.1400000000000005,1.696,-0.006,65.164,0.1970000000000027,0
965,0.0334643583060568,0.704,14.76382588684248,190.61,152.92,46.24570289336627,166.28,127.085,0.8625647885899981,10.789,1.977,9.030332166666652,9.084,8.955187999999994,9.009,7.436,2.9519216034506663,20.479,9.6325,0.0143649762661632,9.673,46.0067,46.215,0.1901218431802017,50.82173333333333,50.961,0.1053769451301928,48.1871,48.289,0.0549667696223089,41.60708333333333,41.687,0.0352055906898201,2403.8,196.7394961034008,2907.4,26.998,0.245000000000001,1.719,0.0230000000000001,65.187,0.0229999999999961,0
966,0.0310152322701017,0.709,14.758769895063232,190.6,152.94,46.23611145258384,166.38,127.1,0.8665368617499557,10.977,1.969,9.028357666666675,9.087,8.95348033333333,9.009,7.438499999999999,2.9497674856935725,20.479,9.633,0.0145515302956584,9.676,46.00658333333333,46.215,0.1822665483097991,50.82288333333335,50.953,0.1018125715101731,48.20913333333331,48.359,0.0745943758198626,41.59838333333335,41.684,0.019887899111606,2401.6,196.6305808096674,2905.8,26.974,-0.0240000000000009,1.697,-0.022,65.2,0.0130000000000052,0
967,0.032727672770482,0.705,14.759951312530818,190.61,152.94,46.24656630091905,166.34,127.085,0.8644926579556802,10.594,1.977,9.02701349999998,9.078,8.95149349999999,9.003,7.44,2.947755500626652,19.966,9.629,0.0136913645816202,9.676,46.01218333333334,46.207,0.18089256027151,50.82178333333335,50.957,0.1058571297594263,48.20433333333333,48.367,0.0651958370997817,41.60050000000001,41.695,0.0304282986039668,2401.6,196.43287872716147,2903.6,27.345,0.3709999999999986,1.717,0.02,65.287,0.0870000000000033,0
968,0.0346556058517111,0.715,14.754742893816172,190.59,152.94,46.26970738552742,166.44,126.96,0.8616945819741797,10.641,1.977,9.027228499999977,9.092,8.951903166666675,9.009,7.4365,2.9464448845050986,20.479,9.631,0.0149479806584422,9.676,46.013550000000016,46.215,0.185325314066639,50.82343333333334,50.961,0.1039464279665522,48.192366666666665,48.371,0.088666193023671,41.618516666666686,41.695,0.0405736374570625,2399.8,197.1062825403722,2905.6,27.038,-0.3069999999999986,1.695,-0.022,65.33,0.0429999999999921,0
969,0.0351190228040568,0.715,14.757810008829168,190.58,152.91,46.241292393255655,166.48,127.105,0.8651019219729001,10.953,1.969,9.02823149999998,9.087,8.953252166666678,9.009,7.445,2.94768036145325,19.914,9.63,0.0138548702284941,9.672,46.03978333333336,46.285,0.1795297144251669,50.83331666666668,50.973,0.1100165614137737,48.16298333333334,48.289,0.0662431299070866,41.612150000000014,41.695,0.0332248758143856,2401.8,196.39980764496815,2903.6,26.95,-0.0880000000000009,1.693,-0.002,65.262,-0.0679999999999978,0
970,0.0310166530812333,0.697,14.751913194648322,190.7,152.97,46.26930262848686,166.42,127.27,0.85885999152873,10.609,1.969,9.029235,9.085,8.95342833333334,9.009,7.439,2.945691050422315,20.415,9.628,0.0135685229984917,9.669,46.02710000000001,46.23,0.1735470140961665,50.83645000000001,50.973,0.1031496239220201,48.20201666666667,48.293,0.0302007361379956,41.58673333333335,41.605,0.0113643311549275,2399.8,196.8431781876681,2905.8,27.225,0.2750000000000021,1.72,0.0269999999999999,65.277,0.0150000000000005,0
971,0.0351415016930542,0.718,14.756997542839423,190.6,152.94,46.25025117667828,166.34,127.29,0.8602443693384435,10.445,1.969,9.023155333333312,9.075,8.947402333333335,9.002,7.439,2.9452119755458552,20.479,9.626,0.0134260304773793,9.674,46.008683333333344,46.215,0.1770762061044951,50.82536666666668,50.98,0.1063185119755753,48.195583333333325,48.293,0.0577634837635097,41.592000000000006,41.617,0.0141565101511982,2399.8,196.42744546884936,2903.6,27.167,-0.0579999999999998,1.7,-0.02,65.265,-0.0120000000000004,0
972,0.0320359261606676,0.701,14.761814569830314,190.58,152.96,46.25022399215573,166.41,127.26,0.8637956731305396,10.828,1.977,9.019008333333336,9.075,8.943354666666634,8.998,7.428,2.940214037128777,20.414,9.621,0.0141948166098239,9.676,46.00575000000001,46.219,0.1765925718728785,50.82290000000001,50.98,0.1076988425098709,48.21538333333332,48.371,0.080237167867172,41.588566666666686,41.613,0.0143731938192229,2402.7,196.12591128228897,2903.4,27.384,0.2169999999999987,1.718,0.018,65.197,-0.0679999999999978,0
973,0.0357459807704717,0.708,14.731717006035796,190.6,153.02,46.12125594561297,166.4,127.34,0.8611911050612082,10.812,1.977,9.02163066666663,9.078,8.947397000000018,8.998,7.433,2.8929314327554283,20.479,9.624,0.0150349056858244,9.677,45.996000000000016,46.207,0.1875457006452252,50.82338333333334,50.969,0.1047686865605174,48.19879999999997,48.281,0.053759287727324,41.590383333333335,41.621,0.0204252184326765,2399.8,197.34006466874925,2905.8,27.173,-0.211000000000002,1.715,-0.0029999999999998,65.171,-0.0259999999999962,1
974,0.0269850345635406,0.688,14.723862513910948,190.59,152.97,46.09952330817771,166.2,127.27,0.8656044240789995,10.922,1.992,9.018929166666654,9.074,8.94360033333331,8.998,7.437,2.890715056301448,20.479,9.626,0.0139216345569327,9.671,46.000533333333344,46.219,0.1816089547059241,50.81966666666668,50.961,0.1053508531521556,48.20318333333332,48.371,0.0831167224331101,41.597683333333336,41.695,0.0178975347858972,2401.4,195.9915270487115,2903.8,27.09,-0.0829999999999984,1.715,0.0,65.266,0.0949999999999988,1
