cycle,FS1_median,FS1_std,FS1_max,FS2_median,FS2_std,FS2_max
768,7.7615,2.995438246547818,20.201,9.561,0.014530009530678328,9.614
769,7.764,2.9806024486171987,19.857,9.563,0.01666080734512009,9.617
770,7.7695,2.9929887125655514,19.987,9.566,0.015901022110972083,9.621
771,7.774,2.98174218361315,20.008,9.574,0.018803081050292318,9.629
772,7.775,2.989082239750278,20.059,9.577,0.017753526772299594,9.633
773,7.781,2.9970113960414335,20.113,9.579,0.01678088851206375,9.636
774,7.779,2.9947893633194114,19.931,9.583,0.01800428742298206,9.633
775,7.774,2.9864203809163548,20.107,9.582,0.017443984521700394,9.636
776,7.773,2.98633303367786,19.826,9.581,0.017980255974180445,9.648
777,7.7745,2.9811318704891208,20.071,9.5835,0.01706858696851724,9.646
778,7.776,2.995736543043387,20.013,9.586,0.017063350162071902,9.637
779,7.781,2.9807412258289294,19.896,9.588,0.01832531083640807,9.648
780,7.779,2.9914144263886664,19.861,9.595,0.017705566941598586,9.65
781,7.779,2.982718404507853,19.948,9.597,0.01931246443863075,9.656
782,7.783,2.9854004930389073,20.058,9.599,0.01687223511428784,9.651
783,7.786,2.9861569296804134,20.184,9.604,0.01779112524410158,9.654
784,7.784,2.9843682231060464,19.858,9.601,0.01804347922269028,9.658
785,7.781,2.980569476458408,19.926,9.601,0.01733023636238649,9.659
786,7.7780000000000005,2.9906174273858337,19.987,9.601,0.016483353941197963,9.655
787,7.7745,2.9884837090830265,20.208,9.602,0.017488468575342458,9.653
788,7.7735,2.9868031805364508,19.933,9.602,0.017155569888111143,9.649
789,7.781,2.9916436291412287,19.973,9.604,0.01765018235365907,9.664
790,7.773,2.9823306602850086,20.003,9.604,0.016604148883812613,9.653
791,7.772,2.9842504769579423,19.844,9.603,0.017154354981307407,9.659
792,7.7725,2.9786328154006556,19.914,9.601,0.016924402191454746,9.652
793,7.77,2.990334367171584,20.107,9.597,0.018054355572754973,9.65
794,7.773,2.984397397696256,20.115,9.597,0.017623253770395524,9.646
795,7.766,2.9942319003562066,20.0,9.597,0.018041780485079203,9.658
796,7.7765,2.975793802296602,19.792,9.601,0.01650860755906543,9.655
797,7.773,2.989818858896345,19.83,9.599,0.017790736523979667,9.652
798,7.7745,2.987502256526647,19.769,9.596,0.017977720630411087,9.648
799,7.77,2.9816307146738845,19.926,9.599,0.01704207296586439,9.648
800,7.7725,2.9848587077737605,20.021,9.592,0.01870351994463666,9.656
801,7.769,2.98783922688958,19.909,9.5945,0.017047899391958932,9.65
802,7.7715,2.9882608232919865,19.887,9.596,0.0179579548982924,9.654
803,7.775,2.993725211337688,20.096,9.597,0.01861388236191457,9.652
804,7.776,2.9922942920953477,20.024,9.596,0.01714525776014051,9.648
805,7.772,2.9904840435421187,20.203,9.599,0.01715562267998799,9.649
806,7.7684999999999995,2.9924163933362284,20.082,9.601,0.01750240908769767,9.659
807,7.773,2.985317357737348,19.742,9.601,0.018457404526602696,9.66
808,7.7725,2.9795040545728266,20.062,9.604,0.01687810557997662,9.653
809,7.773,2.9784379175968825,19.826,9.608,0.0174169516821607,9.659
810,7.774,2.9954570811438708,20.233,9.611,0.015775939147391286,9.661
811,7.7705,2.9761327717077837,19.865,9.606,0.016911202505218544,9.659
812,7.771,2.9880535028940645,20.146,9.604,0.01750379559760566,9.653
813,7.772,2.983496148331529,20.029,9.602,0.017496442996484028,9.658
814,7.7695,2.9788593834235195,20.085,9.609,0.016633431665489404,9.661
815,7.7725,2.9910120867366965,20.115,9.608,0.015709642006599443,9.651
816,7.774,2.9765997241570745,19.753,9.608,0.01658162756919923,9.656
817,7.7775,2.9929112244088603,19.926,9.606,0.016400963637419233,9.653
818,7.777,2.991219368783272,20.094,9.608,0.01518205591892712,9.654
819,7.778,2.9869097688825055,20.028,9.608,0.016424413808360013,9.663
820,7.772,2.9957625263159664,20.28,9.608,0.016560196931989197,9.658
821,7.766,2.9886238025235916,20.081,9.597,0.017469283321483956,9.646
822,7.763,2.9903781009947115,20.021,9.595,0.0176587043301575,9.65
823,7.7635000000000005,2.987791846866233,20.128,9.597,0.01681608228039429,9.648
824,7.7595,2.973593912843093,19.972,9.596,0.017554132509730282,9.646
825,7.764,2.9782515844013027,19.839,9.599,0.017049177290983517,9.652
826,7.766,2.986916533878399,20.088,9.599,0.018291067787955802,9.65
827,7.774,2.9750075545963575,19.729,9.601,0.017255002581252187,9.646
828,7.764,2.974625566278017,19.703,9.604,0.016543365047677654,9.657
829,7.766,2.9825617347116498,19.782,9.603,0.015986969861178712,9.66
830,7.7695,2.9777985165751555,19.731,9.604,0.01690379995673118,9.657
831,7.763,2.973948465961876,19.763,9.604,0.016816180564271168,9.659
832,7.768,2.974712263971019,19.791,9.604,0.01784694683714561,9.666
833,7.7595,2.981380199250793,19.901,9.606,0.01584152097707163,9.654
834,7.7725,2.9828354851633714,20.131,9.606,0.016101282020180185,9.659
835,7.772,2.972192669507557,19.742,9.606,0.01687466613779673,9.669
836,7.776,2.9799892258598786,19.788,9.609,0.01621237564626835,9.658
837,7.7725,2.980766626128375,20.011,9.613,0.015471698181839588,9.664
838,7.776,2.995565606296235,20.297,9.613,0.014876616553808094,9.661
839,7.779999999999999,2.9809208175813793,19.966,9.614,0.015348199708088072,9.659
840,7.774,2.9932853144325655,20.19,9.613,0.015555631492116615,9.659
841,7.7755,2.989779869044247,19.865,9.612,0.015255067851654964,9.653
842,7.773,2.974596056166196,19.747,9.613,0.014813304398441595,9.653
843,7.773,2.979471496642849,19.905,9.614,0.016035955704222983,9.662
844,7.774,2.9820539708964784,20.069,9.614,0.014812290069986396,9.666
845,7.7695,2.991560416774035,20.051,9.613,0.015280914003319641,9.669
846,7.779999999999999,2.985006463052131,20.073,9.616,0.01484473444660447,9.664
847,7.773,2.9938089746829277,20.132,9.616,0.014748230136310865,9.66
848,7.773,2.9838529072130373,19.704,9.6145,0.01564495034639366,9.659
849,7.772,2.9856563746536104,19.834,9.615,0.01512694419684817,9.659
850,7.771,2.984429445443979,19.635,9.616,0.01499538938601006,9.668
851,7.769,2.982885035401341,19.988,9.613,0.015163381685135525,9.659
852,7.7635000000000005,2.9797628339965248,19.911,9.613,0.014738760089319104,9.662
853,7.7715,2.979812057617072,19.989,9.614,0.015389140415822353,9.667
854,7.774,2.978186745789513,20.028,9.615,0.015313851702914369,9.664
855,7.7765,2.9777526572683417,19.906,9.616,0.015044585102338382,9.655
856,7.771,2.9845021379890317,19.975,9.614,0.014988331484526163,9.659
857,7.7735,2.9816790022114574,19.955,9.612,0.01464770480253448,9.66
858,7.778499999999999,2.991686958870328,19.995,9.6125,0.016308717467734976,9.653
859,7.777,2.9804193081807324,19.891,9.612,0.016127302068508043,9.659
860,7.7835,2.995149116015345,20.27,9.61,0.016892625567185935,9.659
861,7.7780000000000005,2.981256278591191,20.029,9.613,0.01560388918887166,9.664
862,7.783,2.9813619536091114,20.035,9.615,0.016098718050560804,9.662
863,7.777,2.9954321588647534,20.255,9.615,0.015664779157896384,9.662
864,7.776,2.9818737453972033,20.104,9.6085,0.01604484455293598,9.655
865,7.7745,2.981063246740741,19.73,9.608,0.016474373955255008,9.658
866,7.77,2.9846655864703933,20.115,9.606,0.016383955939962322,9.668
867,7.7695,2.971888091428946,19.689,9.608,0.01659500363960649,9.659
868,7.776,2.982329889927324,19.966,9.607,0.01554549751677195,9.653
869,7.781,2.9869207001085223,19.829,9.611,0.0164272734929723,9.664
870,7.779,2.9808052857253022,20.075,9.613,0.01461295725563951,9.657
871,7.785,2.9819105832950177,20.023,9.613,0.015512123447333003,9.656
872,7.7865,2.993022584775662,19.96,9.614,0.01509067003826109,9.667
873,7.7885,2.993292023907714,19.945,9.614,0.014228284276600554,9.655
874,7.789,2.9908212280064004,20.079,9.615,0.014926005492276911,9.659
875,7.783,2.983432096699188,20.058,9.619,0.014183184157824236,9.661
876,7.779,2.9923142430760055,20.176,9.617,0.013911565431488691,9.657
877,7.782,2.982560508328421,20.158,9.614,0.015363372380667855,9.656
878,7.7835,2.9792173838424754,19.706,9.618,0.015919769281583594,9.667
879,7.781,2.9873569653099485,20.001,9.618,0.014677064565595501,9.656
880,7.773,2.983686877556478,20.352,9.612,0.015290233788415276,9.659
881,7.762499999999999,2.9885988078117776,20.016,9.608,0.01711267449200555,9.659
882,7.756,2.982556115129613,20.198,9.606,0.01671706007001622,9.656
883,7.762499999999999,2.979990787136603,19.969,9.604,0.016449243952227348,9.653
884,7.7605,2.975837172791035,20.129,9.601,0.017823032171686997,9.648
885,7.766,2.976404478335112,20.013,9.597,0.018069224382440196,9.657
886,7.7735,2.975054830541801,19.667,9.602,0.017562137398550486,9.661
887,7.769,2.9900796925926727,20.146,9.601,0.016983411248970036,9.658
888,7.7725,2.9802038372427506,20.071,9.606,0.01811013414694258,9.657
889,7.771,2.979704955832824,20.164,9.604,0.01647233393291765,9.659
890,7.772,2.9787921394707135,19.979,9.606,0.016396015911958505,9.659
891,7.773,2.989354653478072,20.173,9.611,0.015818140002671906,9.659
892,7.768,2.993236446708991,20.136,9.613,0.015006945526101295,9.651
893,7.778499999999999,2.978832993842706,19.818,9.615,0.015836564764117916,9.66
894,7.775,2.9942998621708794,20.115,9.617,0.014817183000681432,9.659
895,7.7695,2.9922614684439295,20.039,9.618,0.013226896153620212,9.658
896,7.781,2.9916701199678424,20.069,9.615,0.015373642698344498,9.662
897,7.7745,2.9930308133640717,20.243,9.617,0.014918297150546628,9.655
898,7.7705,2.9779381232263984,19.998,9.613,0.01478351657321251,9.654
899,7.765000000000001,2.9778148403882696,20.058,9.609,0.01657682062979944,9.663
900,7.772,2.982300843677728,20.352,9.613,0.0150069498832002,9.663
901,7.768,2.9861912417317353,19.788,9.611,0.015340395805236724,9.659
902,7.773,2.9856843477382933,19.701,9.611,0.014785313593302962,9.659
903,7.773,2.9799106595385347,20.192,9.61,0.015511958515411968,9.664
904,7.77,2.980384915902999,20.096,9.613,0.015188593675912687,9.666
905,7.779,2.988205712602789,20.014,9.614,0.014683305303869158,9.66
906,7.7735,2.9934307203708572,20.136,9.615,0.015047397199949348,9.668
907,7.775,2.990362736987241,20.354,9.614,0.014634206123679532,9.671
908,7.781,2.982239503272726,19.991,9.617,0.015213684420813183,9.659
909,7.778499999999999,2.992948623688232,20.01,9.616,0.014160104375552594,9.658
910,7.781,2.98857857159328,20.263,9.615,0.014921131836833077,9.657
911,7.773,2.9941288083252315,20.148,9.612,0.015732210099450243,9.659
912,7.7735,2.9840360918158013,19.784,9.611,0.01471312165393739,9.666
913,7.771,2.977668932478834,20.054,9.615,0.014934289757908734,9.659
914,7.777,2.9849853934308537,20.378,9.615,0.014816561895377549,9.661
915,7.7745,2.9860283484750263,19.847,9.617,0.014550025385930433,9.657
916,7.782,2.997460227734525,20.324,9.616,0.015118848772395303,9.67
917,7.773,2.9879904894324523,20.215,9.616,0.01466035039411923,9.663
918,7.768,2.9815653949083845,20.169,9.6155,0.013836439835971001,9.663
919,7.7735,2.974609519945288,19.822,9.614,0.014850497781651165,9.658
920,7.7755,2.9781445650467,19.776,9.613,0.01529175218968078,9.661
921,7.777,2.9955048249324614,20.226,9.616,0.015430022625364245,9.662
922,7.784,2.978397943040699,19.74,9.619,0.015247093011381482,9.661
923,7.782,2.996476713557355,20.294,9.6205,0.013813382875542558,9.667
924,7.779999999999999,2.9847138163064173,19.88,9.619,0.01402363495063648,9.668
925,7.7755,2.9832387877489968,19.985,9.615,0.01516434142895251,9.662
926,7.784,2.992763256040879,19.933,9.614,0.014957636244594199,9.662
927,7.782,2.984820912736673,19.949,9.614,0.014615506112359712,9.672
928,7.7684999999999995,2.97678210860377,19.803,9.614,0.015127721037724555,9.657
929,7.779,2.978143519028796,19.869,9.616,0.014241923484198768,9.659
930,7.784,2.9927526154628095,20.086,9.62,0.015115426416362463,9.667
931,7.776,2.994715840421593,20.268,9.619499999999999,0.013931593749324456,9.664
932,7.7865,3.014175750714224,20.479,9.623,0.014412941689568833,9.66
933,7.786,3.021977330827552,20.479,9.626,0.01452966991142996,9.668
934,7.783,3.0237833373785072,20.479,9.626,0.013774401022884082,9.67
935,7.783,3.0174345165996836,20.479,9.626,0.014750816922757298,9.676
936,7.778,3.032717930237216,20.479,9.624,0.013988644631666455,9.68
937,7.781,3.029401128362628,20.479,9.624,0.014294302210380607,9.664
938,7.782,3.031047471797669,20.479,9.621,0.014520236200595652,9.659
939,7.779,3.018744804961939,20.479,9.621,0.014378701865413514,9.666
940,7.7755,3.0234808588604265,20.479,9.619,0.014407480338527744,9.661
941,7.7715,3.0271756829249528,20.479,9.618,0.014765404979067828,9.656
942,7.442,2.916374467229944,20.479,9.62,0.015166616002165728,9.664
943,7.432,2.9485352044962245,20.479,9.626,0.01464090670475882,9.672
944,7.420999999999999,2.9361055244193586,20.479,9.627,0.014347857041016607,9.667
945,7.429,2.943432877817787,20.479,9.632,0.014368270145647219,9.677
946,7.428,2.9555605463082144,20.479,9.631,0.014382863652055228,9.674
947,7.4275,2.9389756426918745,20.479,9.632,0.01403608355720821,9.681
948,7.423,2.935024586058513,20.479,9.630500000000001,0.014635217965478032,9.67
949,7.423,2.933039048467145,20.479,9.631,0.012850876106106206,9.67
950,7.422499999999999,2.9365657366283813,20.479,9.628,0.014261801681445798,9.676
951,7.429,2.957113017882719,20.479,9.629,0.014980843917287276,9.669
952,7.429,2.9375303351819326,20.479,9.626,0.014035608979351636,9.67
953,7.436,2.9656913424633093,20.479,9.63,0.014325485421243386,9.673
954,7.4345,2.9568251035183546,20.015,9.628,0.013691936137449122,9.675
955,7.4375,2.9639813601889573,20.134,9.63,0.014154452884150593,9.682
956,7.429,2.964540887482567,20.479,9.632,0.01460985861796582,9.686
957,7.434,2.963033245168794,20.479,9.636,0.013797804943455736,9.683
958,7.438,2.963657513932523,20.479,9.637,0.014123410178872928,9.686
959,7.439,2.966412689653861,20.479,9.635,0.01477909220824209,9.695
960,7.431,2.9645783273184647,20.479,9.635,0.014515202630388037,9.696
961,7.435499999999999,2.9569652491527045,20.108,9.633,0.013924216143619952,9.677
962,7.4335,2.9583890197836022,20.106,9.636,0.014725771533111923,9.681
963,7.439,2.9483897083074724,20.479,9.637,0.01507339408486421,9.683
964,7.433,2.947989399771619,19.976,9.637,0.013846720731419173,9.676
965,7.436,2.9519216034506663,20.479,9.6325,0.014364976266163268,9.673
966,7.4384999999999994,2.9497674856935725,20.479,9.633,0.014551530295658404,9.676
967,7.44,2.9477555006266516,19.966,9.629,0.01369136458162027,9.676
968,7.4365000000000006,2.9464448845050986,20.479,9.631,0.01494798065844223,9.676
969,7.445,2.94768036145325,19.914,9.63,0.013854870228494144,9.672
970,7.439,2.945691050422315,20.415,9.628,0.013568522998491764,9.669
971,7.439,2.9452119755458552,20.479,9.626,0.01342603047737939,9.674
972,7.428,2.9402140371287775,20.414,9.621,0.014194816609823907,9.676
973,7.433,2.8929314327554283,20.479,9.624,0.01503490568582441,9.677
974,7.437,2.8907150563014476,20.479,9.626,0.013921634556932709,9.671
975,7.435,2.903587904476217,20.479,9.628,0.01338492037664581,9.681
976,7.435,2.887315490418453,20.479,9.626,0.014217747673765236,9.674
977,7.436,2.905583723867261,20.479,9.624,0.014664674828069713,9.669
978,7.438000000000001,2.9091529456454306,20.479,9.624,0.014188758119858886,9.661
979,7.433,2.902474612823633,20.479,9.623,0.013871315630785768,9.67
980,7.436999999999999,2.9025724602862235,20.479,9.627,0.015217772171773622,9.676
981,7.4375,2.8987807712783704,20.479,9.628,0.013727783589957642,9.679
982,7.433,2.911089545898171,20.479,9.629,0.013426874437143084,9.672
983,7.5515,2.953733905936427,20.479,9.627,0.014576241617766127,9.676
984,7.55,2.9692600486376612,20.479,9.635,0.01479205886835329,9.67
985,7.5535,2.9709013318188293,20.479,9.634,0.013558115394255976,9.671
986,7.556,2.9719229940269765,20.479,9.6355,0.015412993726918995,9.682
987,7.557,2.9652433070008626,20.479,9.638,0.014308220160540367,9.684
988,7.556,2.9644302024419886,20.479,9.639,0.014766377305219121,9.691
989,7.564,2.968314656416395,20.479,9.641,0.014741240195215732,9.677
990,7.561,2.988823884873667,20.479,9.646,0.01494691738970441,9.694
991,7.5634999999999994,2.974281866305031,20.479,9.646,0.01441231580861202,9.7
992,7.561999999999999,2.976667172504866,20.479,9.644,0.014645616660551914,9.693
993,7.5600000000000005,2.9709253941521743,20.479,9.648,0.014916461497113885,9.695
994,7.563,2.997089736639752,20.479,9.646,0.01411009852397033,9.701
995,7.566000000000001,2.9962488197489487,20.479,9.6435,0.014165925771977837,9.696
996,7.561,2.9969839507507077,20.479,9.644,0.014411071977758523,9.686
997,7.565,2.995313200747658,20.479,9.648,0.01458412550515594,9.693
998,7.569,2.9961282198386323,20.479,9.65,0.015113069575996287,9.706
999,7.572,2.9951012306975144,20.479,9.6525,0.014582341185743442,9.695
1000,7.5675,2.9978340594260313,20.479,9.646,0.01538705877123315,9.699
1001,7.563,2.9949290680306238,20.479,9.646,0.014294056946701586,9.686
1002,7.561,2.990437113942201,20.479,9.642,0.014475802156707407,9.686
1003,7.561,2.9804683897452176,19.989,9.644,0.014204414242526513,9.688
1004,7.563,2.9788605836376667,20.479,9.646,0.013873853234105242,9.688
1005,7.561999999999999,2.9759293636248096,20.017,9.644,0.01419659240623626,9.686
1006,7.5575,2.97659197910689,20.479,9.646,0.014378179767354813,9.697
1007,7.561,2.976478526831672,20.479,9.642,0.015738661463521254,9.684
1008,7.5585,2.9781956347193947,20.479,9.6405,0.014453307373941536,9.693
1009,7.5655,2.9785127138556735,20.479,9.639,0.014154536919821164,9.684
1010,7.5634999999999994,2.9809216096992475,20.479,9.643,0.01401953442793162,9.686
1011,7.563,2.9817679473342893,20.479,9.6425,0.014461739189652777,9.702
1012,7.564500000000001,2.981450409061286,20.479,9.644,0.015180375331797537,9.686
1013,7.5755,2.981036045489006,20.479,9.652,0.015640173344925623,9.707
1014,7.564500000000001,2.931549142738535,20.479,9.656,0.015779443863350145,9.702
1015,7.567,2.930399956641552,20.479,9.658,0.014136741282564015,9.702
1016,7.5665,2.940214951843954,20.479,9.659,0.014648320246099104,9.702
1017,7.5655,2.950595172346422,20.479,9.662,0.014352923031731687,9.701
1018,7.577500000000001,2.9355824008279243,20.479,9.663,0.014893208799184774,9.703
1019,7.5715,2.934680206494034,20.479,9.666,0.014517521124083199,9.706
1020,7.572,2.9403346138477517,20.479,9.668,0.013646829258240187,9.702
1021,7.571,2.9323604590049794,20.479,9.6715,0.01439252949963571,9.714
1022,7.5685,2.9366950011292903,20.479,9.671,0.01241882311257347,9.719
1023,7.569,2.93577731767281,20.479,9.672,0.013769298795346295,9.714
1024,7.807,3.0206647160352063,20.479,9.667,0.013940937502656613,9.71
1025,7.808,3.0709866090751823,20.479,9.6695,0.015259218092141102,9.715
1026,7.807,3.0607725589567694,20.479,9.664,0.013898261382240628,9.704
1027,7.8134999999999994,3.068918675689641,20.479,9.667,0.01415309998861385,9.712
1028,7.8134999999999994,3.070550857736627,20.479,9.67,0.01311292410256973,9.713
1029,7.809,3.0627734513420943,20.479,9.67,0.013633797083978487,9.711
1030,7.806,3.056243798556639,20.479,9.662,0.013136139600583154,9.698
1031,7.809,3.0661821602763943,20.479,9.662,0.014965101212913398,9.702
1032,7.8095,3.062055641781178,20.479,9.666,0.014149987464378552,9.706
1033,7.8085,3.069202032579783,20.479,9.663,0.013866763649547366,9.707
1034,7.808,3.0590532504102144,20.479,9.663,0.014533617315589909,9.704
1035,7.804,3.086282558109213,20.479,9.66,0.014256157911489637,9.696
1036,7.81,3.087564628345871,20.479,9.66,0.014163721910710508,9.697
1037,7.803,3.0697649222296826,20.1,9.659,0.014343297128266541,9.703
1038,7.807,3.0892890247465656,20.479,9.655,0.014661530946837191,9.695
1039,7.806,3.081309075777282,20.254,9.653,0.015242206927112112,9.697
1040,7.81,3.069650954365343,20.14,9.662,0.01720478994012118,9.708
1041,7.812,3.088408591008757,20.452,9.664,0.014014464167377925,9.707
1042,7.818,3.0846090714064394,20.301,9.664,0.013498951813220441,9.704
1043,7.8085,3.0874988929842853,20.479,9.662,0.014164468289934543,9.704
1044,7.8095,3.08609874229599,20.479,9.66,0.016581141861838206,9.717
1045,7.81,3.06833512808881,20.125,9.659,0.014207211188322024,9.7
1046,7.808,3.0667537529608384,20.109,9.655,0.014140834577910271,9.698
1047,7.811,3.0714953687410227,20.479,9.658,0.014056478810491844,9.698
1048,7.802,3.0684602428186167,20.479,9.658,0.014686365994773614,9.699
1049,7.809,3.074118959104306,20.479,9.659,0.015184370534012634,9.698
1050,7.812,3.0741777287230567,20.479,9.66,0.013837567923312073,9.713
1051,7.804,3.0722215644657878,20.325,9.657,0.014821050825744399,9.698
1052,7.8125,3.072296382581971,20.479,9.657,0.013454390896307823,9.693
1053,7.8035,3.069281172868891,20.278,9.656,0.014590972941326219,9.701
1054,7.806,3.069107273381932,20.479,9.653500000000001,0.014042481060914176,9.695
1055,7.808999999999999,3.021079012536559,20.479,9.652,0.014294968780762009,9.694
1056,7.8115000000000006,3.022771193922375,20.479,9.653,0.014884074019984848,9.691
1057,7.813,3.0252542223022507,20.479,9.653,0.013787231275486044,9.694
1058,7.814,3.0308549128907303,20.479,9.657,0.015230546584044453,9.706
1059,7.811,3.042718592313279,20.479,9.659,0.013736912626316742,9.703
1060,7.8095,3.044815103255134,20.479,9.66,0.013431898241605473,9.706
1061,7.809,3.019610854532458,20.479,9.662,0.013740766718257183,9.712
1062,7.808,3.022244573031925,20.479,9.657,0.013736408672041704,9.701
1063,7.806,3.0422530061965167,20.479,9.661,0.014899637441294475,9.711
1064,7.806,3.0278914798398406,20.479,9.661,0.014380085778623014,9.701
1065,7.798,3.0085195909752915,20.479,9.668,0.014127277297080364,9.708
1066,7.791,3.01922816674538,20.479,9.667,0.012931177355596466,9.706
1067,7.795,3.02330796557891,20.479,9.668,0.015316276018471674,9.712
1068,7.7915,3.0187028395746562,20.479,9.666,0.013338253404977019,9.704
1069,7.797499999999999,3.017017502758851,20.479,9.669,0.014094001928935692,9.714
1070,7.7995,3.0192080408520154,20.479,9.67,0.014225692934076873,9.711
1071,7.7940000000000005,3.015164220313564,20.479,9.67,0.015171911835256019,9.719
1072,7.793,3.022547973197617,20.479,9.67,0.014605354881260722,9.717
1073,7.797,3.0251098671237004,20.479,9.673,0.014925232320534384,9.724
1074,7.7955000000000005,3.013956118287141,20.479,9.673,0.013166685227827919,9.722
1075,7.455,2.920459479935557,20.479,9.675,0.013174531402863204,9.731
1076,7.449,2.9483750234320594,20.479,9.679,0.014123542567168915,9.728
1077,7.446,2.9354101311276932,20.477,9.686,0.014983942341800179,9.738
1078,7.443,2.939833218986464,20.479,9.688,0.014280158511050328,9.733
1079,7.4405,2.9373413619433464,20.249,9.686,0.014087788098612527,9.727
1080,7.439,2.9508818334506164,20.479,9.69,0.014975331598433065,9.733
1081,7.4384999999999994,2.952167160489469,20.479,9.691,0.015091325678684552,9.737
1082,7.432,2.944116379303026,20.479,9.693,0.0134480425991883,9.734
1083,7.436,2.934848209479501,20.479,9.694,0.014350995575647124,9.733
1084,7.4375,2.9434491201696127,20.479,9.695,0.013819525898125847,9.744
1085,7.431,2.9462975852318287,20.479,9.694,0.013945803357080141,9.736
1086,7.435499999999999,2.9572739016969267,20.141,9.694,0.014903852866714636,9.736
1087,7.448,2.946015902177384,19.784,9.693,0.014380625124275445,9.734
1088,7.4405,2.9290291449173362,20.268,9.687,0.014699323592567837,9.739
1089,7.4435,2.949401091395862,20.111,9.693,0.01567517514251339,9.742
1090,7.4355,2.93935215458753,20.24,9.698,0.013344136309454392,9.739
1091,7.437,2.9568365828395478,20.081,9.699,0.014103788804903171,9.746
1092,7.438,2.945252337152919,20.243,9.694,0.013813679879328716,9.743
1093,7.433,2.9436753913686853,20.166,9.693,0.014651906495057281,9.748
1094,7.4335,2.9228774868045133,20.348,9.699,0.014440682885642025,9.746
1095,7.431,2.9555470874567673,20.479,9.696,0.014005517634382977,9.735
1096,7.435,2.9428374504827532,19.978,9.691,0.015959455794951442,9.739
1097,7.438,2.943108379058105,20.19,9.691,0.01459274600439563,9.734
1098,7.432,2.9442528728517954,20.169,9.693,0.014038784717683805,9.739
1099,7.433,2.9498455495626112,20.008,9.693,0.014050463150615379,9.738
1100,7.4335,2.931372919735324,19.682,9.693,0.015265495972250569,9.744
1101,7.433,2.9504150066925754,20.479,9.688,0.015300484641758113,9.739
1102,7.4335,2.9313015115407244,19.583,9.684,0.014220521648266054,9.735
1103,7.432,2.941085855601073,19.679,9.687,0.015541720110578123,9.747
1104,7.44,2.9496077480986,19.943,9.69,0.01566931781757315,9.74
1105,7.437,2.93629979877783,20.161,9.689,0.015443946430812946,9.733
1106,7.4455,2.899403301688655,20.479,9.693,0.015199848339313142,9.746
1107,7.436,2.90459305756371,20.479,9.693,0.014055382843131774,9.74
1108,7.436,2.911794133403452,20.479,9.696,0.014506939122136646,9.744
1109,7.44,2.901899625593079,20.479,9.696,0.014665231502606568,9.746
1110,7.438,2.903058094962408,20.479,9.697,0.014374253168279755,9.741
1111,7.432,2.9141314413052255,20.479,9.696,0.014270332905166,9.74
1112,7.4285,2.912348661415917,20.479,9.691,0.014254322485332684,9.746
1113,7.433,2.9020384770351586,20.479,9.688,0.013490116231849333,9.731
1114,7.423500000000001,2.9068632423637046,20.479,9.686,0.01502244425470247,9.731
1115,7.43,2.904187523390727,20.479,9.688,0.014940831550230196,9.747
1116,7.542999999999999,2.9433168104798177,20.479,9.691,0.015571000255940725,9.742
1117,7.546,2.9841202532980424,20.479,9.693,0.01449199873266859,9.746
1118,7.5495,2.968399670605204,20.479,9.689,0.014473905674166312,9.736
1119,7.5495,2.988171677762484,20.479,9.686,0.014592526730967092,9.731
1120,7.547499999999999,2.9791342966098493,20.479,9.686,0.014357258861830093,9.735
1121,7.555,2.9737195883785117,20.479,9.684,0.01425240473124661,9.738
1122,7.555,2.978149457525697,20.479,9.688,0.014160055644263451,9.738
1123,7.5565,2.9783906251739536,20.479,9.686,0.014531869205068262,9.734
1124,7.5495,2.980092362608921,20.479,9.688,0.01596504032318327,9.742
1125,7.554,2.991359435676569,20.479,9.696,0.014941473653797844,9.748
1126,7.554,2.9796132758147063,20.479,9.693,0.014822327831256128,9.747
1127,7.564,3.002073141035891,20.479,9.698,0.01482043804930506,9.743
1128,7.5535,2.992707339626888,20.312,9.695,0.014457561232609686,9.738
1129,7.5535,2.988501189922849,20.318,9.693,0.01502604639008089,9.739
1130,7.559,3.001052042300869,20.099,9.693,0.014232282427817954,9.744
1131,7.559,2.9726510575096783,20.186,9.694,0.014975282547178745,9.742
1132,7.5555,3.0012749577388727,20.083,9.691,0.015126649525802541,9.731
1133,7.557,2.9879587585105356,20.203,9.689,0.014649407181640933,9.737
1134,7.5600000000000005,2.978822539868553,20.241,9.69,0.015258966456406986,9.747
1135,7.557,2.980678957890955,19.851,9.69,0.014253621219293923,9.727
1136,7.561999999999999,2.994582198321524,20.023,9.695,0.014844783929225737,9.738
1137,7.5675,2.9860890990201794,20.479,9.693,0.014824851576412562,9.743
1138,7.5725,2.9949857061855876,20.148,9.694,0.014640180624001761,9.75
1139,7.566,2.995001880176258,20.197,9.695,0.013901505425258144,9.747
1140,7.555,2.9698721854267207,19.447,9.697,0.015894790430418873,9.761
1141,7.561,2.9777248588365617,20.295,9.696,0.01420371070831021,9.739
1142,7.564,2.9952576365656025,20.246,9.696,0.014893603367138953,9.746
1143,7.559,2.9805254734053612,20.049,9.697,0.013640490051202412,9.743
1144,7.558,2.9794743679233773,20.268,9.693,0.014439110540080001,9.735
1145,7.559,2.987577562784955,20.021,9.699,0.014960147299885795,9.751
1146,7.553,2.982811545353112,20.271,9.696,0.014085434130570295,9.737
