cycle,VS1_std,VS1_max,PS1_std,PS1_max,PS1_median,PS2_std,PS2_max,PS2_median,PS3_std,PS3_max,PS3_median,PS5_mean,PS5_max,PS6_mean,PS6_max
925,0.04516189021380323,0.72,14.785061943875053,191.06,153.44,46.28502536523199,166.65,127.53,0.8668558875053571,10.727,2.047,9.002012500000015,9.05,8.923070333333362,8.973
926,0.034450012914809036,0.701,14.783156050217752,191.03,153.43,46.258475132396775,166.63,127.545,0.8661465774779094,10.719,2.047,9.000078833333308,9.053,8.922993166666728,8.973
927,0.036611793814666935,0.712,14.786319731392759,191.03,153.43,46.285414661826564,166.55,127.505,0.8679028621669489,10.859,2.047,8.996234999999979,9.047,8.920067833333398,8.972
928,0.03799558032579297,0.723,14.77999106604242,191.02,153.41,46.277219587595376,166.66,127.52000000000001,0.8663596568291576,10.734,2.047,8.992541666666625,9.05,8.916014333333399,8.974
929,0.03553356016929749,0.721,14.78294335039138,191.04,153.41,46.27295383355436,166.53,127.49,0.8707444731496549,10.586,2.055,8.994843333333305,9.047,8.918686666666728,8.975
930,0.035038816248095433,0.719,14.784212892020362,191.03,153.4,46.28542923369001,166.63,127.49,0.8681802053849018,10.805,2.047,9.002059666666675,9.057,8.924526500000036,8.984
931,0.04070017143455615,0.714,14.800278186512791,191.01,153.4,46.239764760906226,166.63,127.43,0.8659787366954362,10.703,2.047,9.004621833333339,9.061,8.928024333333408,8.987
932,0.03820303697218724,0.719,14.631314135787232,191.09,153.56,46.34347337266413,166.58,127.67,0.8842790814793027,10.914,2.047,9.00642000000003,9.057,8.929307166666723,8.981
933,0.03736599786718092,0.714,14.692437692890174,191.03,153.58,46.319118321214845,166.7,127.655,0.8876507888418577,11.008,2.047,9.012261666666703,9.073,8.93448633333334,8.995
934,0.03674159268143342,0.708,14.688456601758885,191.0,153.53,46.33469234657447,166.78,127.53999999999999,0.8879427979175335,10.719,2.047,9.009322333333351,9.057,8.931176000000034,8.985
935,0.03798326646134382,0.72,14.680258056227421,190.98,153.53,46.311265815175744,166.76,127.51,0.8874613315593919,10.57,2.055,9.012317500000021,9.064,8.934371666666706,8.987
936,0.043684229012388213,0.723,14.673503603820569,191.01,153.56,46.309582501541705,166.7,127.47,0.8881475231477945,10.625,2.055,9.010620833333325,9.067,8.93259400000006,8.99
937,0.032497353216865144,0.705,14.681114908642238,191.02,153.54,46.31870776285519,166.73,127.485,0.8898558027145895,10.812,2.055,9.00657916666668,9.059,8.929620333333382,8.986
938,0.03302885230742606,0.692,14.673258078460115,191.0,153.56,46.31134840992411,166.73,127.60499999999999,0.8865823286566341,10.844,2.047,9.005411333333347,9.054,8.927604000000052,8.981
939,0.03156580428248268,0.682,14.675448440982859,191.03,153.54,46.34288118038168,166.73,127.61,0.8888492113150471,10.953,2.055,9.008975666666709,9.061,8.93166933333338,8.986
940,0.0358529443117188,0.699,14.67976715541792,190.98,153.54,46.310132948587245,166.65,127.555,0.8876159178652838,10.898,2.047,9.006734333333357,9.064,8.929059500000054,8.985
941,0.025812946210969342,0.662,14.673725861490162,190.98,153.56,46.34634069120513,166.76,127.6,0.8888910280969171,10.719,2.047,9.002119666666667,9.057,8.925579000000075,8.98
942,0.03243302965233713,0.684,14.76505699723345,190.9,152.96,46.13454307136504,166.34,127.185,0.8591919411119354,10.719,1.969,9.00625033333335,9.061,8.930016833333376,8.985
943,0.029312460473031807,0.696,14.85097775901827,190.55,152.94,46.72769843587664,166.2,127.03,0.8689855190326617,10.836,1.969,9.018027833333313,9.073,8.942515666666646,8.999
944,0.027931772201295894,0.682,14.849602953901224,190.55,152.94,46.69348999812365,166.39,127.025,0.8678215417381142,10.484,1.969,9.021071499999959,9.07,8.945803833333324,8.995
945,0.027865551906446226,0.684,14.853078964491814,190.66,152.98,46.7080952969279,166.1,127.125,0.8631083044720546,10.836,1.953,9.027954166666671,9.082,8.952339333333319,9.007
946,0.03641171894920864,0.691,14.846401521542026,190.6,152.97,46.68851540093281,166.29,127.115,0.8644207165251373,10.453,1.969,9.02745450000003,9.08,8.952317666666657,9.009
947,0.03242146530355128,0.703,14.863203530966086,190.6,152.96,46.71109545175409,166.42,127.16,0.8654752653857136,10.68,1.953,9.028464833333304,9.082,8.952600833333316,9.004
948,0.02888615389776996,0.696,14.838104322539936,190.52,152.98,46.689101689508156,166.34,127.22,0.8650617817736861,10.75,1.969,9.027729166666651,9.082,8.951290499999986,9.001
949,0.02832644150145928,0.686,14.848999848559401,190.56,152.96,46.71209626064517,166.23,127.17,0.8687031740324586,10.461,1.969,9.030768999999992,9.078,8.954806999999995,9.009
950,0.03300287181477698,0.7,14.806952250230243,190.55,152.97,46.71262686100581,166.26,127.075,0.8620144025712946,10.625,1.969,9.028874166666668,9.078,8.952449166666659,9.005
951,0.03608672463545638,0.715,14.831506088300566,190.69,152.99,46.686031269315706,166.2,127.22,0.8661481655044592,10.594,1.953,9.027292666666698,9.08,8.951297499999987,9.005
952,0.030677376231180206,0.686,14.860069000168556,190.57,152.94,46.680953610733646,166.39,127.16,0.8696730242921775,10.789,1.969,9.028930833333304,9.082,8.953681499999982,9.009
953,0.0335174252682119,0.7,14.795644020230565,190.52,152.91,46.441862936128594,166.41,127.1,0.8637678145894707,10.828,1.969,9.032587499999996,9.092,8.95631650000002,9.016
954,0.03180619276658375,0.711,14.78998235748169,190.61,152.96,46.44534298826789,166.44,127.19,0.8655036351526103,10.555,1.969,9.035419666666693,9.09,8.957914000000006,9.011
955,0.03103504033851994,0.707,14.805385749584097,190.58,152.94,46.45371727817073,166.44,127.21000000000001,0.8648753982366775,10.594,1.969,9.037183333333369,9.09,8.959706333333319,9.016
956,0.029636836713716277,0.7,14.80192680604091,190.61,152.96,46.47447648305923,166.41,127.215,0.8675701253802951,10.336,1.977,9.039698000000003,9.097,8.963006333333364,9.017
957,0.03498351508473121,0.716,14.781102537254284,190.55,152.99,46.48324062617447,166.63,127.24,0.8640854711710452,10.609,1.969,9.039082500000017,9.097,8.962566666666651,9.017
958,0.028896244355505914,0.709,14.789585775821859,190.57,152.97,46.479979045070145,166.18,127.19,0.8636010365726728,10.297,1.969,9.040814000000049,9.096,8.965544333333309,9.021
959,0.03542434845239693,0.716,14.808479676951945,190.59,152.94,46.47134155192341,166.14,127.095,0.8619509346706632,10.422,1.953,9.034119666666674,9.094,8.957408500000014,9.016
960,0.028631750184787325,0.69,14.797983571433608,190.58,152.97,46.50022367540715,166.24,127.175,0.8628017133368996,10.516,1.969,9.034239499999966,9.095,8.958036833333365,9.017
961,0.03440435854663839,0.705,14.79976554994519,190.57,152.92,46.44460227768112,166.4,127.23,0.8645984992198067,10.672,1.969,9.033633833333349,9.095,8.957889833333311,9.021
962,0.03135841194958701,0.689,14.800978125430706,190.56,152.91,46.449522701646934,166.59,127.12,0.8615401130888085,10.617,1.969,9.036217499999998,9.092,8.959996333333342,9.017
963,0.024551910876418902,0.679,14.728532307180208,190.55,152.96,46.28752352723109,166.28,127.1,0.8638777508770614,10.539,1.977,9.037546000000019,9.091,8.960719000000024,9.014
964,0.03053820428420694,0.7,14.754315260487104,190.63,152.94,46.246761937969076,166.28,127.19999999999999,0.8644524307189085,10.516,1.969,9.036477333333343,9.096,8.960007666666673,9.017
965,0.03346435830605688,0.704,14.76382588684248,190.61,152.92,46.24570289336627,166.28,127.08500000000001,0.8625647885899981,10.789,1.977,9.030332166666652,9.084,8.955187999999994,9.009
966,0.031015232270101764,0.709,14.758769895063233,190.6,152.94,46.23611145258384,166.38,127.1,0.8665368617499557,10.977,1.969,9.028357666666677,9.087,8.95348033333333,9.009
967,0.03272767277048204,0.705,14.759951312530818,190.61,152.94,46.24656630091905,166.34,127.08500000000001,0.8644926579556802,10.594,1.977,9.02701349999998,9.078,8.95149349999999,9.003
968,0.034655605851711103,0.715,14.754742893816172,190.59,152.94,46.26970738552742,166.44,126.96000000000001,0.8616945819741797,10.641,1.977,9.027228499999975,9.092,8.951903166666675,9.009
969,0.03511902280405684,0.715,14.757810008829168,190.58,152.91,46.241292393255655,166.48,127.105,0.8651019219729001,10.953,1.969,9.028231499999979,9.087,8.953252166666678,9.009
970,0.031016653081233365,0.697,14.751913194648322,190.7,152.97,46.26930262848686,166.42,127.27,0.85885999152873,10.609,1.969,9.029235,9.085,8.95342833333334,9.009
971,0.03514150169305429,0.718,14.756997542839423,190.6,152.94,46.25025117667828,166.34,127.29,0.8602443693384435,10.445,1.969,9.023155333333312,9.075,8.947402333333335,9.002
972,0.03203592616066767,0.701,14.761814569830314,190.58,152.96,46.25022399215573,166.41,127.26,0.8637956731305396,10.828,1.977,9.019008333333336,9.075,8.943354666666634,8.998
973,0.03574598077047177,0.708,14.731717006035796,190.6,153.02,46.12125594561297,166.4,127.34,0.8611911050612082,10.812,1.977,9.02163066666663,9.078,8.947397000000018,8.998
974,0.026985034563540608,0.688,14.723862513910948,190.59,152.97,46.09952330817771,166.2,127.27,0.8656044240789995,10.922,1.992,9.018929166666654,9.074,8.94360033333331,8.998
975,0.030528725937133915,0.697,14.7177873323568,190.6,152.97,46.150297397125335,166.36,127.29,0.8638367752559526,10.758,1.992,9.025096833333329,9.079,8.949927333333328,9.0
976,0.031447939222720676,0.688,14.725981027086164,190.63,152.99,46.14789085388093,166.31,127.3,0.8612768467983384,10.461,1.977,9.02340749999997,9.083,8.94836883333333,9.001
977,0.03011594824977377,0.705,14.724375999548672,190.59,152.99,46.131974342516564,166.23,127.34,0.8651068601114398,10.75,1.977,9.021191500000052,9.072,8.9463161666667,9.003
978,0.027492906121500703,0.688,14.724890132785783,190.61,152.99,46.13610294173617,166.27,127.3,0.8604942491724056,10.617,1.992,9.023157499999973,9.085,8.94941366666664,9.012
979,0.02857927817917974,0.688,14.72303423800369,190.59,153.02,46.14527546405774,166.24,127.34,0.8675969985637774,10.773,1.992,9.020584500000028,9.072,8.94504266666666,9.0
980,0.03102676082038941,0.702,14.721907507649085,190.57,153.02,46.14562198950742,166.18,127.38,0.8622385311735545,10.57,1.992,9.025002499999973,9.082,8.948860666666663,9.002
981,0.02455378047456687,0.69,14.717612257315723,190.59,153.0,46.14331055313426,166.42,127.36,0.8645337693107847,11.047,1.992,9.03096149999998,9.08,8.954758000000034,9.005
982,0.029052159405140544,0.69,14.718512191313751,190.6,153.02,46.152399720656554,166.19,127.37,0.8617106993480279,10.812,1.977,9.030977499999986,9.082,8.95487783333334,9.009
983,0.030228396123568833,0.691,14.706529886461063,190.7,153.23,46.22191732501302,166.4,127.51,0.870994060544745,10.758,2.008,9.029739666666664,9.084,8.953609833333312,9.007
984,0.03272281724365404,0.706,14.850697920410209,191.0,153.19,46.79249342218129,166.55,127.43,0.8796404732947014,10.898,1.992,9.037120500000016,9.092,8.961068333333353,9.016
985,0.03555849799500842,0.708,14.855560123691,190.79,153.19,46.82111949152558,166.39,127.51,0.8789749507500085,10.43,2.008,9.036295166666736,9.089,8.959274499999983,9.01
986,0.03040329208312032,0.703,14.85466820373337,190.7,153.19,46.81044641946419,166.44,127.47,0.8752084459052328,10.781,2.0,9.037354666666662,9.09,8.960647833333303,9.014
987,0.0352239766504784,0.699,14.849301035933134,190.89,153.2,46.8089114224256,166.49,127.44,0.8813730682321197,10.648,2.008,9.040147833333338,9.092,8.963455166666673,9.019
988,0.03284682822273386,0.705,14.85233583889447,190.71,153.19,46.80306715165749,166.63,127.47,0.8779004358897682,10.57,2.008,9.040702500000014,9.095,8.963458000000024,9.019
989,0.030614811230296145,0.7,14.852242595029688,190.72,153.18,46.81469183677541,166.34,127.46000000000001,0.8735988788900008,10.539,2.0,9.040151166666682,9.099,8.962886166666662,9.022
990,0.03125177509082777,0.711,14.856231440883702,190.73,153.18,46.805986168128726,166.37,127.48,0.8814328698646102,10.812,2.0,9.042737833333325,9.097,8.966385333333315,9.019
991,0.03268379580884962,0.711,14.846432396745998,190.71,153.18,46.812464057244895,166.44,127.475,0.8793479983417817,10.57,2.008,9.045657333333361,9.097,8.9685995,9.024
992,0.0349294041866757,0.743,14.854227219675796,190.7,153.19,46.80744942043612,166.75,127.48,0.8772893956344096,10.836,2.0,9.042022833333382,9.106,8.964939833333329,9.023
993,0.03551513960613047,0.727,14.849367762449674,191.13,153.2,46.83123151368516,166.55,127.48,0.877290342292487,10.531,2.0,9.040501833333362,9.099,8.96315550000002,9.017
994,0.034581256148904685,0.714,14.792847156590007,190.7,153.21,46.54706695572085,166.49,127.5,0.8754910674308877,10.594,2.0,9.043500833333391,9.095,8.966217499999976,9.022
995,0.03538624249891602,0.71,14.790580219788376,190.69,153.23,46.55063298106713,166.44,127.51,0.8760654562609419,10.664,2.008,9.040471833333362,9.102,8.963716166666627,9.019
996,0.03455405574403071,0.719,14.782826311424143,190.8,153.23,46.54800213024981,166.47,127.55,0.8805229011607536,11.219,2.008,9.040247333333356,9.095,8.963635000000025,9.012
997,0.03860951479581635,0.768,14.78709072824327,190.73,153.27,46.57413605542461,166.5,127.51,0.8802885113059022,10.914,2.008,9.041850166666697,9.095,8.965258833333312,9.019
998,0.03167186992636792,0.7,14.787348651858537,190.72,153.23,46.54448745460754,166.57,127.525,0.8772575572899192,10.969,2.008,9.044791000000012,9.097,8.96749666666667,9.017
999,0.034779629078960234,0.725,14.789690577790555,190.7,153.22,46.5725221342338,166.5,127.51,0.8800114351743645,10.789,2.023,9.046100666666709,9.104,8.96876199999998,9.026
1000,0.030995256608122957,0.708,14.790240444256828,190.77,153.26,46.57916617989928,166.52,127.52,0.8724226309267379,10.664,2.0,9.04072366666667,9.097,8.963418666666652,9.021
1001,0.03171342370255621,0.7,14.785397497413566,190.74,153.23,46.54107084042641,166.42,127.495,0.8748574669204942,10.758,2.0,9.040867166666704,9.102,8.962458833333342,9.014
1002,0.032793636560620364,0.701,14.78908928315375,190.68,153.19,46.57299316314008,166.53,127.49,0.8772759849393416,10.836,2.0,9.036344666666661,9.087,8.95974666666667,9.016
1003,0.028534764207218944,0.686,14.786623743499366,190.8,153.23,46.56111267689911,166.45,127.53,0.873301785340247,10.586,2.0,9.03984733333334,9.096,8.961881500000008,9.012
1004,0.03388639628386804,0.71,14.713152080805608,190.79,153.3,46.38093685833926,166.44,127.57,0.8738095535246635,10.555,2.0,9.040074333333408,9.094,8.96246333333334,9.011
1005,0.033440304346734964,0.693,14.723669600456759,190.76,153.3,46.34979539051137,166.59,127.57,0.8714347285763387,10.609,2.0,9.037270000000019,9.092,8.959332666666642,9.021
1006,0.027017440485647064,0.696,14.722982869274782,190.7,153.29,46.368199210757304,166.34,127.57,0.8732195690599169,10.68,2.008,9.041279833333366,9.099,8.962668666666659,9.014
1007,0.028748524894606685,0.689,14.731731459344111,190.72,153.26,46.37143777758254,166.37,127.51,0.8708426856654111,10.57,2.0,9.038960000000028,9.094,8.961543333333363,9.019
1008,0.027958080000031058,0.696,14.717281862241991,190.76,153.3,46.376976846873504,166.47,127.53,0.87399557354491,10.828,2.008,9.039768833333364,9.092,8.960877166666664,9.014
1009,0.0293024362188809,0.688,14.717700772167465,190.77,153.3,46.36765479479053,166.47,127.555,0.8781098167842137,10.648,2.023,9.037698333333358,9.094,8.958561999999995,9.01
1010,0.027733044394952937,0.695,14.717738067448607,190.74,153.32,46.3927299371195,166.37,127.595,0.8729451384008895,10.648,2.0,9.039911000000032,9.1,8.96164583333333,9.017
1011,0.03072888554405547,0.701,14.715547410633013,190.73,153.3,46.35584713688637,166.36,127.55,0.8775596678605541,10.953,2.023,9.043368333333339,9.101,8.965192833333361,9.022
1012,0.026832626232042137,0.685,14.719858082962373,190.77,153.31,46.3733136799475,166.55,127.56,0.8727710656879937,10.844,2.0,9.045571666666712,9.102,8.967464833333352,9.024
1013,0.0285383872708778,0.69,14.710022124419975,190.74,153.32,46.366318184927756,166.48,127.57,0.8706869934559888,10.898,2.0,9.053945833333353,9.109,8.97500666666666,9.031
1014,0.02888422242479009,0.695,14.669370096664187,190.78,153.38,46.25255006271124,166.65,127.6,0.8711218901605672,10.789,2.008,9.059107833333345,9.111,8.980507666666634,9.036
1015,0.03342861100761302,0.718,14.686602928180102,190.84,153.35,46.22338909025521,166.73,127.6,0.8678817333537754,10.922,2.0,9.061092999999959,9.114,8.981948833333325,9.036
1016,0.029942411769910447,0.685,14.686270141446839,190.76,153.35,46.22945970900832,166.91,127.63,0.8717466725374706,10.883,2.0,9.059982166666645,9.116,8.981872333333335,9.035
1017,0.03212009596766101,0.689,14.673253641871504,190.73,153.34,46.27705590504938,166.34,127.61,0.8685612415587859,10.695,2.0,9.058905333333296,9.111,8.98069866666665,9.035
1018,0.024953085924893974,0.689,14.672307806869334,190.81,153.38,46.26361436634495,166.45,127.61,0.8737687254440673,10.859,2.023,9.061643166666626,9.116,8.982430499999994,9.035
1019,0.03070285417086316,0.696,14.676589522864615,190.72,153.39,46.23214707973062,166.45,127.64,0.8746258867348414,10.836,2.023,9.065845499999995,9.122,8.98672916666668,9.045
1020,0.0296427123502595,0.691,14.669294147497176,190.73,153.39,46.23470120027882,166.63,127.62,0.8760739767603428,10.648,2.023,9.070260999999995,9.123,8.990617499999976,9.042
1021,0.029479951053627874,0.684,14.669484463581822,190.72,153.39,46.275509355779015,166.44,127.64,0.878481253361385,11.008,2.031,9.070645166666656,9.125,8.991763833333366,9.045
1022,0.03721184961020387,0.715,14.682798057356816,190.79,153.34,46.23506973789443,166.41,127.58,0.8756832698072932,10.945,2.031,9.06692416666669,9.118,8.987174999999974,9.038
1023,0.03009560566305304,0.7,14.681964541040278,190.74,153.39,46.234085240905735,166.45,127.66,0.8732770641937231,10.398,2.031,9.069373999999959,9.126,8.988793833333332,9.045
1024,0.03176628991779246,0.698,14.628888672931009,191.08,153.74,46.34322551925805,166.92,127.81,0.8999414875634081,10.727,2.086,9.066559499999954,9.12,8.986434499999978,9.04
1025,0.028622671863974714,0.689,14.79904871662881,191.08,153.7,46.93156530956737,166.86,127.66,0.9078024583332351,10.758,2.086,9.064114666666665,9.122,8.984630166666678,9.045
1026,0.03256069517157915,0.701,14.79125185811944,191.06,153.7,46.923630213679886,166.86,127.755,0.9065753508963327,10.828,2.078,9.062073333333299,9.123,8.983343333333325,9.046
1027,0.03582744269017137,0.705,14.784256556893403,191.02,153.72,46.93406462520728,166.89,127.675,0.9069000470171832,11.086,2.086,9.061655666666638,9.116,8.982457333333272,9.035
1028,0.0338874841485895,0.703,14.801230555292435,191.08,153.69,46.92518774881715,166.81,127.735,0.9034607961789272,10.992,2.062,9.064009999999975,9.121,8.98380199999998,9.043
1029,0.028963619299698273,0.701,14.792335383708878,191.08,153.7,46.92596911949231,166.79,127.675,0.9018479932125814,11.031,2.055,9.065245499999966,9.124,8.985417666666653,9.04
1030,0.03442480957281092,0.718,14.794360983532963,191.06,153.68,46.926258144375744,166.84,127.75,0.902692582099454,10.898,2.062,9.054964833333342,9.113,8.975653833333343,9.034
1031,0.03185443587235166,0.694,14.790332805289996,191.11,153.69,46.92720216079255,166.91,127.735,0.9081136571955276,11.117,2.078,9.053831166666678,9.117,8.975978333333344,9.035
1032,0.032952503912818135,0.701,14.777896776507815,191.06,153.72,46.92217305207437,166.78,127.66,0.9089150456285783,11.195,2.078,9.057277833333368,9.111,8.978988833333316,9.031
1033,0.029324003395533232,0.677,14.785630612865054,191.04,153.69,46.9152838373874,166.79,127.73,0.9039145175266233,10.453,2.062,9.054414666666691,9.111,8.976107833333302,9.033
1034,0.030952652013465146,0.689,14.797071470923537,191.09,153.69,46.93347929786923,166.78,127.785,0.9033872661681431,11.297,2.062,9.055555000000014,9.109,8.976728166666634,9.032
1035,0.047540464477241536,0.697,14.731113179749281,191.08,153.7,46.69411412498221,166.83,127.75,0.9005423333414742,11.156,2.062,9.053359166666668,9.109,8.972970833333306,9.026
1036,0.03300888426890505,0.677,14.741885103333594,191.06,153.72,46.72483590928834,166.84,127.73,0.9001722225702257,11.141,2.055,9.053043166666653,9.112,8.972168333333299,9.028
1037,0.03650884499284886,0.711,14.730425375307796,191.04,153.7,46.695748204331586,166.71,127.70500000000001,0.8961219947786926,10.992,2.055,9.052148666666735,9.111,8.972545166666654,9.029
1038,0.03221647734357963,0.692,14.734136343757026,191.06,153.67,46.67936158971989,166.91,127.77000000000001,0.9009927227642642,11.062,2.062,9.048507833333314,9.113,8.969777999999991,9.035
1039,0.03277467587225044,0.683,14.716964989799532,191.01,153.69,46.696725940798004,166.78,127.825,0.8980544360382078,10.703,2.062,9.050062000000016,9.104,8.97074699999999,9.031
1040,0.03232295977805189,0.692,14.739144217951626,191.03,153.69,46.68905204888119,166.92,127.73,0.9038540876737983,11.078,2.0585,9.057436666666657,9.118,8.97817099999998,9.042
1041,0.03502201083515699,0.696,14.73143689061817,191.06,153.69,46.698809691522435,167.23,127.715,0.8946101287835317,10.844,2.055,9.060099000000015,9.113,8.980426166666652,9.035
1042,0.032654478586426915,0.696,14.726957379883341,191.04,153.69,46.696837118165874,166.84,127.66,0.8977426891254542,11.023,2.055,9.059925166666662,9.116,8.97962749999996,9.035
1043,0.03179622174904003,0.686,14.732678405118795,190.98,153.67,46.68202894237794,166.84,127.735,0.8985110101936647,10.977,2.055,9.05920566666662,9.113,8.978719499999983,9.033
1044,0.030305711643056524,0.684,14.723029674707952,191.02,153.69,46.73341219380487,166.69,127.695,0.9016994203247506,11.164,2.062,9.06278266666663,9.13,8.98151733333331,9.05
1045,0.02874970400240653,0.68,14.68183060601139,191.06,153.69,46.49771323815529,166.81,127.73,0.8953626176628982,10.773,2.055,9.062189999999978,9.12,8.9812941666666,9.038
1046,0.030488397348521906,0.683,14.683662807568256,191.12,153.69,46.49878160059495,166.7,127.745,0.8921196639783773,10.773,2.047,9.054300333333382,9.109,8.974218999999982,9.028
1047,0.03329340122264098,0.711,14.684209592214645,191.01,153.69,46.4896609684433,167.02,127.78999999999999,0.893198500894336,11.281,2.047,9.052734666666653,9.12,8.97280950000001,9.039
1048,0.0332736428834365,0.698,14.678574732337053,191.06,153.67,46.49857672113128,166.66,127.765,0.891616966323401,10.953,2.047,9.056502166666679,9.12,8.975850333333295,9.035
1049,0.03173325885430183,0.702,14.686372883148037,191.0,153.7,46.495253129622796,166.91,127.69,0.8945799191008585,10.836,2.055,9.059227999999997,9.116,8.978509333333333,9.034
1050,0.0348066937844345,0.69,14.684746583786714,191.11,153.69,46.490773723609685,166.87,127.785,0.8984254810259994,10.891,2.062,9.059091833333365,9.12,8.978585666666675,9.035
1051,0.03365895335929118,0.691,14.685821513813467,191.11,153.69,46.48305089492091,166.81,127.7,0.9005635809533697,10.945,2.062,9.055544166666659,9.114,8.975414833333328,9.038
1052,0.03307353132908961,0.69,14.680625709367309,191.03,153.69,46.50063072370744,166.77,127.81,0.896366731888799,11.172,2.062,9.056698833333316,9.115,8.976486833333325,9.035
1053,0.033888734524670824,0.709,14.680837878690827,191.03,153.69,46.524495124920925,166.73,127.72,0.8985176252247216,10.922,2.062,9.056799666666668,9.12,8.977828999999987,9.036
1054,0.03406548612059969,0.68,14.679087619767857,191.06,153.69,46.5413804285534,166.84,127.66499999999999,0.89706118225117,10.953,2.055,9.053495833333379,9.113,8.973860833333326,9.033
1055,0.03123495796171427,0.698,14.635871042013761,191.23,153.72,46.382218830956425,167.02,127.68,0.8913473776841256,10.695,2.055,9.052072,9.108,8.973097999999965,9.03
1056,0.03407102501778767,0.684,14.634785783571246,191.02,153.73,46.391480628522345,166.97,127.755,0.8921097280492722,10.57,2.062,9.055852666666674,9.115,8.976091333333304,9.038
1057,0.0306268363913845,0.702,14.643406856923475,191.04,153.72,46.39124090382428,166.84,127.815,0.8990024098904317,10.867,2.062,9.055133166666653,9.119,8.975625833333325,9.036
1058,0.035551009743540495,0.694,14.638693897363272,191.08,153.7,46.40028445416448,166.94,127.81,0.8976882014585086,10.891,2.078,9.057970999999945,9.126,8.978747999999952,9.047
1059,0.03316231269153055,0.695,14.63650589134602,191.01,153.75,46.40723052866869,166.89,127.725,0.8966088348824999,10.922,2.078,9.062503666666608,9.12,8.982206499999984,9.038
1060,0.031956056515512046,0.681,14.633512698858347,191.0,153.74,46.3995342662529,166.75,127.78,0.8931531987571197,10.508,2.078,9.064960999999972,9.123,8.984621333333314,9.041
1061,0.024847392979005022,0.656,14.632551278716786,190.98,153.75,46.40286597513014,166.81,127.655,0.8956585411662996,10.758,2.078,9.06804833333333,9.125,8.987308833333332,9.042
1062,0.0302674472260533,0.692,14.627449104956188,191.01,153.75,46.390341462465706,166.75,127.815,0.8939700362924446,10.664,2.086,9.063198499999961,9.117,8.98380316666668,9.038
1063,0.028623426855842266,0.682,14.626128293642825,191.03,153.78,46.40303561376917,166.77,127.71000000000001,0.8968051612521761,11.023,2.086,9.062854499999958,9.121,8.983547333333334,9.042
1064,0.0360693149397932,0.677,14.632708200783666,191.03,153.77,46.40666317666666,166.61,127.80000000000001,0.8985396459401802,11.133,2.086,9.066613333333327,9.116,8.986242333333342,9.049
1065,0.027728934081762593,0.657,14.538163934232788,191.09,153.69,46.3753075231595,166.83,127.75,0.8872142025985319,10.664,2.086,9.073510499999982,9.125,8.992687000000004,9.048
1066,0.0278165093440999,0.68,14.697654904202025,191.06,153.7,46.38084223524234,166.84,127.645,0.8881616113717156,11.031,2.078,9.071600833333283,9.131,8.991303500000027,9.051
1067,0.02768716992635894,0.671,14.704445498803397,191.06,153.72,46.3854103119718,166.96,127.695,0.8850277528758815,10.672,2.078,9.075737333333317,9.135,8.994895000000046,9.057
1068,0.03008539634849986,0.688,14.70488231909314,191.13,153.69,46.35150005577118,166.84,127.53,0.8869026260851102,10.836,2.078,9.071619666666644,9.134,8.990760666666652,9.049
1069,0.026478191644603723,0.667,14.687083961967451,191.02,153.75,46.38921340260555,166.52,127.57,0.8819069196422613,10.727,2.062,9.076951499999966,9.132,8.995952666666732,9.052
1070,0.03054245447608508,0.682,14.696669049204795,191.06,153.72,46.38021575470407,166.81,127.645,0.8877428680721982,10.898,2.078,9.078543500000013,9.141,8.997803500000034,9.058
1071,0.029393007162529298,0.687,14.696175308811306,191.12,153.75,46.393185942884756,166.87,127.735,0.8892991785807478,10.945,2.078,9.08028349999993,9.142,8.998179000000047,9.061
1072,0.03125833674108734,0.687,14.697239135110705,191.09,153.74,46.36820086562997,166.73,127.455,0.8874028104060889,11.055,2.062,9.077858166666656,9.134,8.995639500000072,9.053
1073,0.02910539973587912,0.672,14.688429136959272,191.06,153.78,46.38962670612451,166.81,127.655,0.8888272369902703,10.891,2.078,9.079658166666674,9.136,8.997775666666726,9.052
1074,0.03215948955380951,0.676,14.677216879840906,191.06,153.78,46.39374433621011,166.71,127.675,0.8894380330964181,10.75,2.078,9.078923499999968,9.134,8.997275500000052,9.048
1075,0.02745788248817568,0.671,14.753054804671262,191.13,153.16,46.194238272504336,166.41,127.265,0.860486638587629,10.828,1.992,9.085217999999989,9.142,9.00367350000007,9.061
1076,0.02935225378501434,0.678,14.852174993781098,190.71,153.13,46.77089531453804,166.59,127.225,0.8677637267449098,10.43,2.0,9.090906499999996,9.144,9.00870716666674,9.061
1077,0.02832132015180868,0.682,14.838281130551264,190.74,153.13,46.785893168927345,166.45,127.27,0.8704461300453262,10.789,1.992,9.100506833333268,9.156,9.017693500000068,9.075
1078,0.029552576914033884,0.682,14.856646008412191,190.7,153.16,46.80116114591789,166.28,127.33,0.8683592515801604,10.586,2.0,9.10549649999997,9.156,9.023759500000063,9.08
1079,0.034111167546896276,0.682,14.851666142227856,190.68,153.16,46.78215176272891,166.38,127.29,0.8680407487930856,10.609,1.992,9.103979833333293,9.155,9.02133716666673,9.078
1080,0.033874890288979484,0.698,14.860009147774898,190.74,153.15,46.774750828153124,166.52,127.35,0.8712192329863323,10.508,2.0,9.110346666666617,9.165,9.025660333333406,9.089
